"","TS_DATE"
"5111","2019-04-16"
"5112","2019-08-15"
"5113","2019-11-27"
"5114","2019-03-08"
"5115","2019-09-26"
"5116","2019-02-05"
"5117","2019-06-29"
"5118","2019-01-22"
"5119","2019-11-07"
"5120","2019-12-30"
"5121","2019-11-27"
"5122","2019-05-07"
"5123","2019-07-29"
"5124","2019-12-25"
"5125","2019-07-17"
"5126","2019-11-30"
"5127","2019-08-12"
"5128","2019-11-02"
"5129","2019-03-11"
"5130","2019-08-31"
"5131","2019-01-04"
"5132","2019-09-30"
"5133","2019-11-07"
"5134","2019-10-16"
"5135","2019-08-05"
"5136","2019-04-16"
"5137","2019-12-07"
"5138","2019-05-18"
"5139","2019-12-10"
"5140","2019-10-11"
"5141","2019-08-30"
"5142","2019-12-28"
"5143","2019-08-26"
"5144","2019-06-22"
"5145","2019-08-23"
"5146","2019-05-23"
"5147","2019-07-20"
"5148","2019-10-08"
"5149","2019-03-11"
"5150","2019-11-05"
"5151","2019-12-23"
"5152","2019-12-26"
"5153","2019-03-06"
"5154","2019-10-31"
"5155","2019-01-21"
"5156","2019-12-31"
"5157","2019-10-05"
"5158","2019-07-25"
"5159","2019-10-21"
"5160","2019-08-06"
"5161","2019-07-14"
"5162","2019-02-27"
"5163","2019-01-07"
"5164","2019-10-05"
"5165","2019-11-06"
"5166","2019-10-19"
"5167","2019-05-02"
"5168","2019-05-10"
"5169","2019-10-15"
"5170","2019-05-28"
"5171","2019-12-24"
"5172","2019-12-16"
"5173","2019-05-30"
"5174","2019-05-12"
"5175","2019-10-17"
"5176","2019-11-11"
"5177","2019-09-30"
"5178","2019-06-05"
"5179","2019-01-06"
"5180","2019-03-23"
"5181","2019-07-13"
"5182","2019-04-08"
"5183","2019-05-15"
"5184","2019-10-09"
"5185","2019-07-27"
"5186","2019-07-09"
"5187","2019-09-04"
"5188","2019-03-27"
"5189","2019-02-26"
"5190","2019-10-29"
"5191","2019-02-22"
"5192","2019-03-21"
"5193","2019-03-28"
"5194","2019-03-16"
"5195","2019-07-07"
"5196","2019-04-29"
"5197","2019-04-08"
"5198","2019-01-20"
"5199","2019-11-18"
"5200","2019-08-05"
"5201","2019-01-30"
"5202","2019-12-10"
"5203","2019-10-01"
"5204","2019-06-22"
"5205","2019-07-01"
"5206","2019-06-15"
"5207","2019-09-18"
"5208","2019-06-30"
"5209","2019-04-27"
"5210","2019-01-10"
"5211","2019-04-04"
"5212","2019-02-15"
"5213","2019-06-06"
"5214","2019-01-28"
"5215","2019-06-06"
"5216","2019-02-13"
"5217","2019-07-30"
"5218","2019-10-17"
"5219","2019-08-19"
"5220","2019-10-14"
"5221","2019-02-14"
"5222","2019-10-31"
"5223","2019-04-29"
"5224","2019-09-04"
"5225","2019-11-01"
"5226","2019-12-07"
"5227","2019-09-12"
"5228","2019-05-26"
"5229","2019-06-12"
"5230","2019-03-20"
"5231","2019-08-26"
"5232","2019-06-18"
"5233","2019-12-06"
"5234","2019-04-08"
"5235","2019-08-10"
"5236","2019-08-29"
"5237","2019-08-31"
"5238","2019-04-03"
"5239","2019-08-24"
"5240","2019-06-10"
"5241","2019-03-09"
"5242","2019-09-12"
"5243","2019-02-26"
"5244","2019-07-12"
"5245","2019-03-26"
"5246","2019-06-11"
"5247","2019-07-05"
"5248","2019-05-12"
"5249","2019-01-10"
"5250","2019-06-16"
"5251","2019-05-25"
"5252","2019-02-28"
"5253","2019-08-29"
"5254","2019-02-20"
"5255","2019-03-07"
"5256","2019-09-12"
"5257","2019-08-09"
"5258","2019-03-13"
"5259","2019-02-02"
"5260","2019-05-13"
"5261","2019-09-20"
"5262","2019-01-06"
"5263","2019-12-17"
"5264","2019-05-27"
"5265","2019-11-16"
"5266","2019-12-21"
"5267","2019-10-21"
"5268","2019-04-28"
"5269","2019-03-05"
"5270","2019-05-23"
"5271","2019-09-07"
"5272","2019-06-20"
"5273","2019-03-22"
"5274","2019-01-07"
"5275","2019-07-04"
"5276","2019-05-09"
"5277","2019-11-08"
"5278","2019-06-25"
"5279","2019-05-06"
"5280","2019-09-18"
"5281","2019-05-02"
"5282","2019-06-07"
"5283","2019-01-06"
"5284","2019-12-30"
"5285","2019-03-30"
"5286","2019-10-25"
"5287","2019-05-23"
"5288","2019-06-23"
"5289","2019-11-28"
"5290","2019-07-24"
"5291","2019-03-30"
"5292","2019-09-13"
"5293","2019-01-19"
"5294","2019-12-19"
"5295","2019-05-05"
"5296","2019-03-30"
"5297","2019-10-06"
"5298","2019-12-12"
"5299","2019-11-03"
"5300","2019-05-30"
"5301","2019-11-19"
"5302","2019-12-06"
"5303","2019-06-13"
"5304","2019-09-17"
"5305","2019-08-23"
"5306","2019-12-21"
"5307","2019-11-24"
"5308","2019-04-13"
"5309","2019-09-30"
"5310","2019-10-18"
"5311","2019-12-19"
"5312","2019-10-05"
"5313","2019-05-06"
"5314","2019-01-09"
"5315","2019-01-26"
"5316","2019-03-02"
"5317","2019-02-10"
"5318","2019-08-19"
"5319","2019-08-29"
"5320","2019-11-05"
"5321","2019-05-07"
"5322","2019-01-30"
"5323","2019-03-16"
"5324","2019-02-10"
"5325","2019-12-27"
"5326","2019-12-21"
"5327","2019-10-14"
"5328","2019-10-24"
"5329","2019-09-28"
"5330","2019-05-30"
"5331","2019-12-13"
"5332","2019-12-13"
"5333","2019-02-17"
"5334","2019-03-17"
"5335","2019-04-26"
"5336","2019-02-01"
"5337","2019-09-22"
"5338","2019-02-28"
"5339","2019-10-21"
"5340","2019-09-19"
"5341","2019-03-01"
"5342","2019-08-12"
"5343","2019-07-16"
"5344","2019-09-11"
"5345","2019-10-21"
"5346","2019-02-12"
"5347","2019-08-12"
"5348","2019-11-08"
"5349","2019-08-02"
"5350","2019-06-29"
"5351","2019-08-30"
"5352","2019-07-11"
"5353","2019-02-16"
"5354","2019-07-22"
"5355","2019-03-26"
"5356","2019-09-09"
"5357","2019-06-07"
"5358","2019-05-26"
"5359","2019-12-12"
"5360","2019-02-08"
"5361","2019-09-08"
"5362","2019-09-07"
"5363","2019-12-19"
"5364","2019-11-21"
"5365","2019-05-08"
"5366","2019-05-23"
"5367","2019-02-19"
"5368","2019-01-25"
"5369","2019-10-20"
"5370","2019-09-22"
"5371","2019-04-12"
"5372","2019-12-09"
"5373","2019-12-23"
"5374","2019-08-22"
"5375","2019-08-14"
"5376","2019-05-31"
"5377","2019-07-13"
"5378","2019-01-28"
"5379","2019-10-26"
"5380","2019-10-09"
"5381","2019-04-04"
"5382","2019-02-20"
"5383","2019-02-19"
"5384","2019-08-14"
"5385","2019-02-12"
"5386","2019-05-30"
"5387","2019-03-02"
"5388","2019-08-15"
"5389","2019-02-17"
"5390","2019-10-10"
"5391","2019-06-15"
"5392","2019-12-12"
"5393","2019-04-08"
"5394","2019-12-10"
"5395","2019-08-09"
"5396","2019-03-10"
"5397","2019-04-05"
"5398","2019-04-18"
"5399","2019-02-04"
"5400","2019-06-25"
"5401","2019-11-30"
"5402","2019-07-25"
"5403","2019-09-11"
"5404","2019-03-03"
"5405","2019-10-04"
"5406","2019-11-09"
"5407","2019-08-12"
"5408","2019-03-22"
"5409","2019-10-15"
"5410","2019-03-28"
"5411","2019-06-11"
"5412","2019-10-04"
"5413","2019-02-21"
"5414","2019-01-20"
"5415","2019-12-16"
"5416","2019-06-15"
"5417","2019-12-10"
"5418","2019-11-07"
"5419","2019-09-12"
"5420","2019-06-22"
"5421","2019-10-08"
"5422","2019-06-23"
"5423","2019-05-29"
"5424","2019-09-23"
"5425","2019-07-26"
"5426","2019-01-16"
"5427","2019-08-27"
"5428","2019-03-14"
"5429","2019-03-05"
"5430","2019-08-08"
"5431","2019-12-02"
"5432","2019-01-14"
"5433","2019-12-18"
"5434","2019-07-07"
"5435","2019-09-24"
"5436","2019-09-07"
"5437","2019-05-12"
"5438","2019-05-01"
"5439","2019-11-04"
"5440","2019-09-09"
"5441","2019-10-15"
"5442","2019-01-12"
"5443","2019-10-06"
"5444","2019-10-07"
"5445","2019-06-14"
"5446","2019-09-17"
"5447","2019-10-18"
"5448","2019-12-20"
"5449","2019-08-27"
"5450","2019-10-14"
"5451","2019-06-26"
"5452","2019-05-23"
"5453","2019-10-13"
"5454","2019-02-03"
"5455","2019-06-09"
"5456","2019-09-03"
"5457","2019-09-03"
"5458","2019-04-24"
"5459","2019-07-14"
"5460","2019-03-24"
"5461","2019-03-27"
"5462","2019-05-22"
"5463","2019-06-02"
"5464","2019-08-23"
"5465","2019-10-25"
"5466","2019-01-11"
"5467","2019-02-23"
"5468","2019-10-27"
"5469","2019-08-26"
"5470","2019-07-06"
"5471","2019-10-25"
"5472","2019-03-17"
"5473","2019-08-29"
"5474","2019-01-26"
"5475","2019-12-04"
"5476","2019-07-30"
"5477","2019-01-13"
"5478","2019-10-31"
"5479","2019-04-27"
"5480","2019-07-04"
"5481","2019-10-13"
"5482","2019-11-01"
"5483","2019-08-26"
"5484","2019-04-12"
"5485","2019-06-01"
"5486","2019-09-30"
"5487","2019-12-07"
"5488","2019-06-09"
"5489","2019-04-29"
"5490","2019-10-22"
"5491","2019-09-17"
"5492","2019-02-23"
"5493","2019-05-16"
"5494","2019-01-13"
"5495","2019-11-25"
"5496","2019-08-14"
"5497","2019-11-14"
"5498","2019-01-09"
"5499","2019-05-04"
"5500","2019-04-27"
"5501","2019-12-01"
"5502","2019-02-22"
"5503","2019-08-05"
"5504","2019-01-18"
"5505","2019-12-18"
"5506","2019-12-21"
"5507","2019-11-24"
"5508","2019-05-29"
"5509","2019-01-15"
"5510","2019-07-02"
"5511","2019-10-13"
"5512","2019-04-20"
"5513","2019-01-12"
"5514","2019-04-03"
"5515","2019-09-14"
"5516","2019-11-21"
"5517","2019-03-02"
"5518","2019-11-06"
"5519","2019-01-15"
"5520","2019-03-26"
"5521","2019-01-17"
"5522","2019-04-30"
"5523","2019-08-04"
"5524","2019-12-31"
"5525","2019-04-09"
"5526","2019-03-06"
"5527","2019-08-17"
"5528","2019-07-01"
"5529","2019-07-11"
"5530","2019-06-14"
"5531","2019-03-12"
"5532","2019-09-07"
"5533","2019-04-20"
"5534","2019-09-12"
"5535","2019-02-01"
"5536","2019-12-01"
"5537","2019-10-21"
"5538","2019-04-02"
"5539","2019-11-13"
"5540","2019-01-22"
"5541","2019-08-30"
"5542","2019-09-18"
"5543","2019-04-18"
"5544","2019-06-13"
"5545","2019-11-26"
"5546","2019-06-01"
"5547","2019-08-22"
"5548","2019-08-14"
"5549","2019-07-20"
"5550","2019-02-19"
"5551","2019-12-28"
"5552","2019-11-21"
"5553","2019-09-12"
"5554","2019-12-09"
"5555","2019-10-02"
"5556","2019-06-24"
"5557","2019-09-19"
"5558","2019-06-25"
"5559","2019-11-24"
"5560","2019-06-21"
"5561","2019-12-21"
"5562","2019-01-22"
"5563","2019-07-28"
"5564","2019-10-03"
"5565","2019-05-27"
"5566","2019-07-16"
"5567","2019-11-28"
"5568","2019-11-01"
"5569","2019-01-11"
"5570","2019-06-15"
"5571","2019-02-25"
"5572","2019-02-15"
"5573","2019-04-24"
"5574","2019-02-09"
"5575","2019-11-29"
"5576","2019-10-13"
"5577","2019-01-10"
"5578","2019-07-13"
"5579","2019-10-24"
"5580","2019-01-17"
"5581","2019-07-12"
"5582","2019-12-12"
"5583","2019-07-19"
"5584","2019-02-24"
"5585","2019-05-16"
"5586","2019-09-08"
"5587","2019-11-09"
"5588","2019-10-27"
"5589","2019-04-07"
"5590","2019-12-09"
"5591","2019-10-13"
"5592","2019-06-29"
"5593","2019-12-09"
"5594","2019-11-24"
"5595","2019-07-17"
"5596","2019-11-13"
"5597","2019-05-20"
"5598","2019-07-26"
"5599","2019-01-28"
"5600","2019-02-09"
"5601","2019-11-01"
"5602","2019-03-28"
"5603","2019-12-10"
"5604","2019-03-01"
"5605","2019-08-07"
"5606","2019-02-02"
"5607","2019-08-22"
"5608","2019-10-06"
"5609","2019-11-08"
"5610","2019-01-07"
"5611","2019-11-04"
"5612","2019-10-16"
"5613","2019-11-07"
"5614","2019-04-26"
"5615","2019-12-17"
"5616","2019-03-09"
"5617","2019-09-06"
"5618","2019-11-06"
"5619","2019-10-20"
"5620","2019-07-12"
"5621","2019-07-24"
"5622","2019-04-03"
"5623","2019-06-01"
"5624","2019-12-30"
"5625","2019-08-31"
"5626","2019-05-12"
"5627","2019-10-19"
"5628","2019-03-13"
"5629","2019-01-05"
"5630","2020-01-01"
"5631","2019-08-20"
"5632","2019-07-21"
"5633","2019-06-03"
"5634","2019-06-26"
"5635","2019-10-10"
"5636","2019-09-16"
"5637","2019-10-05"
"5638","2019-09-05"
"5639","2019-03-24"
"5640","2019-04-09"
"5641","2019-05-19"
"5642","2019-12-10"
"5643","2019-02-13"
"5644","2019-04-19"
"5645","2019-01-15"
"5646","2019-11-16"
"5647","2019-09-23"
"5648","2019-11-27"
"5649","2019-07-02"
"5650","2019-09-20"
"5651","2019-07-14"
"5652","2019-07-23"
"5653","2019-10-04"
"5654","2019-03-22"
"5655","2019-09-27"
"5656","2019-12-02"
"5657","2019-06-04"
"5658","2019-12-22"
"5659","2019-03-07"
"5660","2019-07-06"
"5661","2019-05-18"
"5662","2019-06-10"
"5663","2019-03-08"
"5664","2019-07-19"
"5665","2019-02-15"
"5666","2019-11-20"
"5667","2019-04-20"
"5668","2019-10-18"
"5669","2019-08-11"
"5670","2019-03-04"
"5671","2019-09-04"
"5672","2019-12-20"
"5673","2019-12-13"
"5674","2019-09-12"
"5675","2019-12-30"
"5676","2019-11-23"
"5677","2019-09-18"
"5678","2019-08-01"
"5679","2019-10-24"
"5680","2019-10-28"
"5681","2019-01-13"
"5682","2019-08-05"
"5683","2019-08-05"
"5684","2019-12-28"
"5685","2019-07-19"
"5686","2019-09-07"
"5687","2019-11-15"
"5688","2019-05-03"
"5689","2019-10-17"
"5690","2019-04-08"
"5691","2019-01-01"
"5692","2019-08-31"
"5693","2019-05-12"
"5694","2019-03-18"
"5695","2019-11-17"
"5696","2019-01-19"
"5697","2019-06-22"
"5698","2019-10-22"
"5699","2019-09-16"
"5700","2019-02-02"
"5701","2019-02-13"
"5702","2019-10-28"
"5703","2019-01-13"
"5704","2019-03-15"
"5705","2019-04-14"
"5706","2019-01-09"
"5707","2019-09-04"
"5708","2019-06-10"
"5709","2019-07-21"
"5710","2019-06-10"
"5711","2019-04-29"
"5712","2019-01-10"
"5713","2019-08-13"
"5714","2019-12-11"
"5715","2019-01-16"
"5716","2019-04-05"
"5717","2019-12-02"
"5718","2019-05-07"
"5719","2019-01-07"
"5720","2019-09-01"
"5721","2019-05-16"
"5722","2019-12-03"
"5723","2019-03-19"
"5724","2019-07-28"
"5725","2019-06-06"
"5726","2019-11-14"
"5727","2019-03-05"
"5728","2019-05-03"
"5729","2019-07-15"
"5730","2019-08-06"
"5731","2019-11-30"
"5732","2019-03-31"
"5733","2019-11-02"
"5734","2019-08-26"
"5735","2019-09-06"
"5736","2019-11-19"
"5737","2019-07-06"
"5738","2019-03-22"
"5739","2019-01-14"
"5740","2019-04-15"
"5741","2019-07-29"
"5742","2019-08-25"
"5743","2019-08-10"
"5744","2019-03-21"
"5745","2019-06-08"
"5746","2019-08-09"
"5747","2019-09-06"
"5748","2019-05-26"
"5749","2019-09-14"
"5750","2019-12-30"
"5751","2019-04-20"
"5752","2019-06-28"
"5753","2019-06-21"
"5754","2019-11-12"
"5755","2019-07-02"
"5756","2019-08-18"
"5757","2019-12-23"
"5758","2019-06-26"
"5759","2019-01-06"
"5760","2019-08-24"
"5761","2019-06-04"
"5762","2019-05-24"
"5763","2019-04-12"
"5764","2019-04-10"
"5765","2019-02-07"
"5766","2019-04-15"
"5767","2019-12-19"
"5768","2019-01-19"
"5769","2019-12-14"
"5770","2019-02-22"
"5771","2019-07-19"
"5772","2019-05-13"
"5773","2019-03-21"
"5774","2019-09-30"
"5775","2019-08-13"
"5776","2019-10-21"
"5777","2019-08-04"
"5778","2019-09-21"
"5779","2019-08-21"
"5780","2019-11-15"
"5781","2019-10-07"
"5782","2019-09-09"
"5783","2019-09-19"
"5784","2019-12-18"
"5785","2019-01-26"
"5786","2019-09-26"
"5787","2019-02-03"
"5788","2019-01-06"
"5789","2019-08-12"
"5790","2019-03-05"
"5791","2019-07-13"
"5792","2019-06-11"
"5793","2019-11-14"
"5794","2019-08-20"
"5795","2019-03-17"
"5796","2019-12-17"
"5797","2019-12-17"
"5798","2019-04-21"
"5799","2019-06-30"
"5800","2019-05-17"
"5801","2019-06-28"
"5802","2019-06-09"
"5803","2019-04-12"
"5804","2019-07-09"
"5805","2019-03-02"
"5806","2019-05-04"
"5807","2019-10-26"
"5808","2019-02-15"
"5809","2019-02-26"
"5810","2019-06-12"
"5811","2019-03-19"
"5812","2019-04-10"
"5813","2019-05-13"
"5814","2019-03-30"
"5815","2019-02-11"
"5816","2019-03-31"
"5817","2019-01-09"
"5818","2019-02-04"
"5819","2019-06-02"
"5820","2019-08-06"
"5821","2019-03-09"
"5822","2019-08-10"
"5823","2019-08-20"
"5824","2019-01-22"
"5825","2019-11-12"
"5826","2019-05-22"
"5827","2019-10-10"
"5828","2019-12-28"
"5829","2019-10-22"
"5830","2019-12-23"
"5831","2019-03-22"
"5832","2019-11-15"
"5833","2019-10-28"
"5834","2019-06-28"
"5835","2019-11-26"
"5836","2019-11-10"
"5837","2019-11-24"
"5838","2019-04-18"
"5839","2019-01-04"
"5840","2019-08-09"
"5841","2019-10-26"
"5842","2019-08-02"
"5843","2019-09-20"
"5844","2019-08-28"
"5845","2019-05-14"
"5846","2019-03-24"
"5847","2019-01-25"
"5848","2019-03-24"
"5849","2019-11-23"
"5850","2019-09-30"
"5851","2019-12-01"
"5852","2019-05-27"
"5853","2019-01-04"
"5854","2019-09-28"
"5855","2019-04-03"
"5856","2019-10-29"
"5857","2019-08-20"
"5858","2019-02-16"
"5859","2019-08-15"
"5860","2019-06-10"
"5861","2019-06-03"
"5862","2019-11-06"
"5863","2019-04-16"
"5864","2019-02-21"
"5865","2019-04-30"
"5866","2019-04-21"
"5867","2019-09-11"
"5868","2019-10-19"
"5869","2019-03-30"
"5870","2019-01-24"
"5871","2019-05-23"
"5872","2019-10-11"
"5873","2019-10-15"
"5874","2019-07-01"
"5875","2019-07-14"
"5876","2019-10-22"
"5877","2019-10-02"
"5878","2019-06-22"
"5879","2019-08-12"
"5880","2019-01-16"
"5881","2019-11-02"
"5882","2019-12-30"
"5883","2019-08-03"
"5884","2019-05-30"
"5885","2019-10-31"
"5886","2019-03-05"
"5887","2019-04-12"
"5888","2019-11-17"
"5889","2019-05-13"
"5890","2019-12-25"
"5891","2019-07-29"
"5892","2019-02-24"
"5893","2019-01-27"
"5894","2019-02-24"
"5895","2019-04-05"
"5896","2019-03-29"
"5897","2019-05-13"
"5898","2019-08-21"
"5899","2019-05-02"
"5900","2019-02-06"
"5901","2019-02-20"
"5902","2019-03-13"
"5903","2019-12-25"
"5904","2019-12-17"
"5905","2019-01-19"
"5906","2019-06-04"
"5907","2019-04-25"
"5908","2019-08-09"
"5909","2019-04-18"
"5910","2019-01-23"
"5911","2019-12-27"
"5912","2019-06-14"
"5913","2019-03-18"
"5914","2019-05-05"
"5915","2019-02-11"
"5916","2019-03-28"
"5917","2019-07-21"
"5918","2019-02-17"
"5919","2019-12-07"
"5920","2019-10-07"
"5921","2019-08-04"
"5922","2019-03-16"
"5923","2019-09-28"
"5924","2019-04-20"
"5925","2019-01-23"
"5926","2019-10-26"
"5927","2019-01-11"
"5928","2019-04-20"
"5929","2019-01-20"
"5930","2019-09-21"
"5931","2019-01-18"
"5932","2019-04-16"
"5933","2019-04-19"
"5934","2019-11-24"
"5935","2019-06-18"
"5936","2019-06-23"
"5937","2019-04-06"
"5938","2019-01-04"
"5939","2019-10-28"
"5940","2019-01-15"
"5941","2019-02-11"
"5942","2019-04-18"
"5943","2019-10-08"
"5944","2019-07-25"
"5945","2019-05-07"
"5946","2019-06-25"
"5947","2019-06-11"
"5948","2019-12-21"
"5949","2019-08-08"
"5950","2019-11-23"
"5951","2019-07-16"
"5952","2019-02-11"
"5953","2019-10-11"
"5954","2019-01-20"
"5955","2019-02-10"
"5956","2019-08-14"
"5957","2019-05-13"
"5958","2019-03-22"
"5959","2019-05-06"
"5960","2019-02-10"
"5961","2019-10-11"
"5962","2019-08-27"
"5963","2019-10-01"
"5964","2019-02-15"
"5965","2019-05-16"
"5966","2019-07-31"
"5967","2019-09-18"
"5968","2019-12-03"
"5969","2019-10-18"
"5970","2019-10-08"
"5971","2019-03-01"
"5972","2019-04-16"
"5973","2019-12-25"
"5974","2019-05-22"
"5975","2019-12-17"
"5976","2019-02-28"
"5977","2019-04-21"
"5978","2019-10-28"
"5979","2019-11-14"
"5980","2019-07-12"
"5981","2019-04-15"
"5982","2019-08-26"
"5983","2019-06-07"
"5984","2019-03-29"
"5985","2019-07-21"
"5986","2019-12-10"
"5987","2019-12-13"
"5988","2019-03-27"
"5989","2019-10-17"
"5990","2019-09-29"
"5991","2019-03-24"
"5992","2019-07-16"
"5993","2019-04-17"
"5994","2019-05-12"
"5995","2019-12-04"
"5996","2019-09-01"
"5997","2019-06-13"
"5998","2019-01-07"
"5999","2019-07-05"
"6000","2019-07-22"
"6001","2019-06-13"
"6002","2019-11-03"
"6003","2019-10-04"
"6004","2019-06-03"
"6005","2019-06-21"
"6006","2019-09-30"
"6007","2019-06-20"
"6008","2019-01-22"
"6009","2019-04-18"
"6010","2019-02-09"
"6011","2019-09-15"
"6012","2019-04-07"
"6013","2019-06-24"
"6014","2019-01-23"
"6015","2019-06-27"
"6016","2019-04-28"
"6017","2019-05-27"
"6018","2019-02-02"
"6019","2019-10-31"
"6020","2019-08-06"
"6021","2019-08-28"
"6022","2019-12-02"
"6023","2019-12-08"
"6024","2019-10-19"
"6025","2019-06-08"
"6026","2019-04-22"
"6027","2019-08-09"
"6028","2019-01-22"
"6029","2019-04-01"
"6030","2019-03-31"
"6031","2019-08-16"
"6032","2019-12-05"
"6033","2019-06-29"
"6034","2019-09-08"
"6035","2019-10-11"
"6036","2019-07-30"
"6037","2019-06-24"
"6038","2019-01-18"
"6039","2019-12-08"
"6040","2019-04-27"
"6041","2019-07-02"
"6042","2019-08-26"
"6043","2019-02-04"
"6044","2019-06-23"
"6045","2019-07-13"
"6046","2019-11-09"
"6047","2019-04-18"
"6048","2019-02-10"
"6049","2019-07-04"
"6050","2019-04-19"
"6051","2019-10-23"
"6052","2019-02-08"
"6053","2019-09-01"
"6054","2019-08-22"
"6055","2019-08-11"
"6056","2019-04-02"
"6057","2019-11-06"
"6058","2019-03-29"
"6059","2019-03-04"
"6060","2019-05-13"
"6061","2019-07-23"
"6062","2019-01-14"
"6063","2019-12-08"
"6064","2019-02-07"
"6065","2019-10-20"
"6066","2019-07-02"
"6067","2019-02-08"
"6068","2019-10-27"
"6069","2019-08-03"
"6070","2019-05-20"
"6071","2019-06-13"
"6072","2019-10-22"
"6073","2019-11-08"
"6074","2019-02-21"
"6075","2019-01-08"
"6076","2019-04-22"
"6077","2019-08-19"
"6078","2019-06-22"
"6079","2019-11-11"
"6080","2019-05-17"
"6081","2019-12-07"
"6082","2019-03-02"
"6083","2019-02-07"
"6084","2019-07-21"
"6085","2019-11-01"
"6086","2019-07-16"
"6087","2019-09-07"
"6088","2019-05-21"
"6089","2019-08-23"
"6090","2019-11-27"
"6091","2019-02-19"
"6092","2019-07-27"
"6093","2019-06-30"
"6094","2019-08-08"
"6095","2019-11-05"
"6096","2019-05-25"
"6097","2019-03-30"
"6098","2019-03-16"
"6099","2019-09-28"
"6100","2019-10-02"
"6101","2019-12-01"
"6102","2019-11-19"
"6103","2019-03-29"
"6104","2019-12-05"
"6105","2019-02-01"
"6106","2019-12-21"
"6107","2019-11-23"
"6108","2019-08-14"
"6109","2019-11-30"
"6110","2019-10-06"
"6111","2019-07-11"
"6112","2019-12-18"
"6113","2019-11-10"
"6114","2019-08-13"
"6115","2019-05-27"
"6116","2019-12-26"
"6117","2019-01-25"
"6118","2019-12-23"
"6119","2019-07-01"
"6120","2019-03-20"
"6121","2019-08-09"
"6122","2019-03-22"
"6123","2019-09-13"
"6124","2019-07-14"
"6125","2019-05-26"
"6126","2019-10-28"
"6127","2019-12-12"
"6128","2019-07-26"
"6129","2019-12-09"
"6130","2019-06-09"
"6131","2019-10-02"
"6132","2019-06-06"
"6133","2019-12-15"
"6134","2019-12-30"
"6135","2019-08-13"
"6136","2019-09-04"
"6137","2019-05-04"
"6138","2019-03-27"
"6139","2019-01-20"
"6140","2019-02-07"
"6141","2019-09-02"
"6142","2019-06-24"
"6143","2019-09-14"
"6144","2019-09-07"
"6145","2019-09-04"
"6146","2019-08-09"
"6147","2019-03-07"
"6148","2019-08-21"
"6149","2019-08-24"
"6150","2019-04-03"
"6151","2019-04-25"
"6152","2019-09-05"
"6153","2019-06-27"
"6154","2019-03-18"
"6155","2019-09-29"
"6156","2019-01-01"
"6157","2019-12-03"
"6158","2019-12-04"
"6159","2019-04-04"
"6160","2019-05-02"
"6161","2019-01-07"
"6162","2019-01-16"
"6163","2019-02-24"
"6164","2019-06-14"
"6165","2019-12-12"
"6166","2019-10-27"
"6167","2019-09-21"
"6168","2019-04-26"
"6169","2019-08-03"
"6170","2019-01-07"
"6171","2019-11-04"
"6172","2019-06-22"
"6173","2019-11-11"
"6174","2019-11-22"
"6175","2019-12-10"
"6176","2019-07-20"
"6177","2019-08-30"
"6178","2019-02-15"
"6179","2019-11-26"
"6180","2019-07-24"
"6181","2019-10-07"
"6182","2019-03-24"
"6183","2019-09-09"
"6184","2019-08-17"
"6185","2019-09-16"
"6186","2019-12-03"
"6187","2019-11-17"
"6188","2019-11-24"
"6189","2019-02-26"
"6190","2019-01-16"
"6191","2019-03-07"
"6192","2019-10-21"
"6193","2019-12-26"
"6194","2019-11-06"
"6195","2019-05-07"
"6196","2019-01-29"
"6197","2019-10-27"
"6198","2019-02-26"
"6199","2019-07-29"
"6200","2019-10-27"
"6201","2019-03-09"
"6202","2019-04-19"
"6203","2019-11-08"
"6204","2019-06-04"
"6205","2019-02-12"
"6206","2019-12-22"
"6207","2019-05-19"
"6208","2019-10-15"
"6209","2019-06-14"
"6210","2019-08-28"
"6211","2019-03-22"
"6212","2019-01-16"
"6213","2019-05-06"
"6214","2019-08-22"
"6215","2019-05-14"
"6216","2019-06-15"
"6217","2019-09-16"
"6218","2019-08-22"
"6219","2019-12-17"
"6220","2019-12-28"
"6221","2019-01-07"
"6222","2019-07-06"
"6223","2019-02-09"
"6224","2019-10-24"
"6225","2019-06-22"
"6226","2019-03-22"
"6227","2019-03-23"
"6228","2019-08-27"
"6229","2019-02-28"
"6230","2019-01-16"
"6231","2019-03-15"
"6232","2019-11-09"
"6233","2019-09-22"
"6234","2019-07-27"
"6235","2019-05-23"
"6236","2019-06-13"
"6237","2019-08-31"
"6238","2019-09-16"
"6239","2019-12-30"
"6240","2019-03-20"
"6241","2019-03-21"
"6242","2019-05-25"
"6243","2019-04-03"
"6244","2019-02-18"
"6245","2019-06-24"
"6246","2019-03-16"
"6247","2019-02-16"
"6248","2019-12-01"
"6249","2019-06-04"
"6250","2019-10-17"
"6251","2019-10-13"
"6252","2019-01-26"
"6253","2019-05-02"
"6254","2019-04-07"
"6255","2019-12-12"
"6256","2019-06-03"
"6257","2019-12-23"
"6258","2019-03-31"
"6259","2019-10-04"
"6260","2019-11-03"
"6261","2019-07-07"
"6262","2019-10-10"
"6263","2019-07-20"
"6264","2019-11-13"
"6265","2019-10-14"
"6266","2019-04-25"
"6267","2019-03-18"
"6268","2019-05-20"
"6269","2019-06-20"
"6270","2019-06-09"
"6271","2019-06-17"
"6272","2019-03-24"
"6273","2019-05-07"
"6274","2019-05-06"
"6275","2019-08-28"
